category,name,nameEN,description,descriptionEN,hours,manager,website,email,phone,fax,weeklyClosing,services,ticketCost,ticketEmail,ticketPhone,ticketHours,ticketReductions,addressStreet,addressLocation,addressCap,addressMunicipalities,addressProvince,addressRegion,addressText,latitude,longitude,photo,accessibility,visibleCopy,sponsor,hidden,unreachable
art,Bambina con fiori,,"Il dipinto a olio 'Bambina con fiori' di Giacomo Balla è uno degli esempi più interessanti del periodo prefuturista dell'autore. La sua attività presso lo studio del pittore e fotografo Pietro Paolo Bertieri, assieme all'esperienza parigina tra l'autunno del 1900 e la primavera del 1901, lo portano a soluzioni luministiche e cromatiche inedite che qui si intrecciano con una composizione particolare: la bambina (forse si tratta della figlia Luce) calamita lo sguardo dell'osservatore e le sue forme tessono una trama di colore con l'ambiente circostante. L'atmosfera è mobile. Balla si concentra sul viso e sul fascio di fiori che la protagonista tiene in mano, mentre ci accorgiamo che i piedi sono tagliati. In quest'opera sembra che il soggetto desideri liberarsi dalla sua natura bidimensionale per fondersi con lo spazio reale. Questa tela è dunque una testimonianza importante per la conoscenza dell'autore, che nel giro di pochi anni verrà consacrato come uno degli esponenti principali del Futurismo.",,,,,,,,,,,,,,,,,21100,Varese,VA,,"Via Cola di Rienzo, 42 21100 VA",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-1o040-00020-IMG-0000478911.jpg,,SIRBEC,,,
art,,,"Per secoli produrre semilavorati metallici ha significato trasformare il materiale fuso in barre o piastre, farle raffreddare, spostarle, riscaldarle e dar loro la forma finale. Pochi chili di prodotto al giorno a fronte di un grande dispendio di tempo, spazio, acqua ed energia. Nel 1948 Ilario Properzi brevetta il Continuus Properzi, un sistema capace di produrre chili di filo, con una sola macchina e in pochi minuti, a partire dal metallo fuso. Il sistema dà vita a un prodotto innovativo e fondamentale per trasportare energia elettrica, tanto che il filo di alluminio diventa per tutti il ""Properzi rod"".",,,,,,,,,,,,,,,,,20123,Milano,MI,,"Via San Vittore, 21 20123 MI",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/PST-ST080-00032-IMG-0000043734.jpg,,SIRBEC,,,
art,"San Simonino da Trento, Sant'Antonio abate, Sant'Antonio di Padova, Madonna con Bambino e san Girolamo",,"La decorazione, interessata da ampie lacune, presenta una serie di immagini votive. A sinistra, in alto, troviamo l'effige di S. Simonino da Trento, il fanciullo di due anni ucciso nel 1475 a Trento e per il quale furono accusati ingiustamente un gruppo di ebrei considerati rei di un terribile rito sacrificale. In basso, entro nicchie, sono dipinti S. Antonio abate e S. Antonio di Padova, entrambi riconoscibili per la veste e per i tratti fisiognomici. A destra, due arcate aperte su un paesaggio, accolgono una Madonna, frammento, come suggerisce la sottostante sinopia, di una Madonna in trono con Gesù Bambino e di un S. Gerolamo. L'affresco è tra le poche testimonianze della fase decorativa della chiesa precedente l'intervento di Romanino, attivo sulle pareti del presbiterio. Databili negli anni a cavallo fra il XV e il XVI secolo, rivelano analogie tecniche e stilistiche con dipinti murali presenti in Valle Camonica e riconducibili alla bottega di Giovanni Pietro da Cemmo. Di particolare interesse è l'immagine frammentaria della Madonna in adorazione, di cui si è potuto recuperare la sinopia sottostante. Da essa emergono le tracce dell'attività progettuale del pittore, che prevedeva il Bambino sulla destra e la Madonna inginocchiata rivolta sempre a destra, quindi con una soluzione poi ribaltata nell'opera finale.",,,,,,,,,,,,,,,,,25043,Breno,BS,,Piazza S. Antonio 25043 BS,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-BS230-00551-IMG-0000477944.jpg,,SIRBEC,,,
art,guerriero,,"L'oggetto, dalle forme antropomorfe, raffigura un guerriero con il volto dipinto, indossa un copricapo e una veste elaborata (uncu). Come accade spesso per gli oggetti rituali nel mondo andino, il vaso in terracotta possiede un gemello, conservato anch'esso presso il Museo delle Culture. L'opera appartiene alla cultura Huari, fiorita sulle Ande tra il VI e il XIII secolo. Il manufatto proviene dalla collezione di Federico Balzarotti donata al Comune di Milano nel 2002.",,,,,,,,,,,,,,,,,20121,Milano,MI,,"Via Tortona, 56 20121 MI",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-6C040-02608-IMG-0000477339.jpg,,SIRBEC,,,
art,,,"Il Macchi MC 205 Veltro entra in servizio nel 1943 ed è considerato uno degli aerei della Seconda Guerra Mondiale più belli e maneggevoli. È equipaggiato con un motore da 1475 cavalli, armato con due mitragliatrici e due cannoni. Il nome Veltro ricorda il celebre cane da caccia che salverà l'Italia citato da Dante nella Divina Commedia. Il motto ""Incocca, tende, scaglia"" sulla fusoliera è ancora oggi utilizzato dalla Prima Brigata Aerea Operazioni Speciali.",,,,,,,,,,,,,,,,,20123,Milano,MI,,"Via San Vittore, 21 20123 MI",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/PST-ST120-00371-IMG-0000043769.jpg,,SIRBEC,,,
art,Pescarenico,,"Il borgo di Pescarenico viene qui rappresentato nel suo aspetto caratteristico, con le case affacciate sull'Adda, poche figure sulla riva ed una barca in primo piano, a sinistra. Il confronto con le parole di Alessandro Manzoni nel IV capitolo de ""I Promessi Sposi"", testimonia l'efficacia della rappresentazione: ""E' Pescarenico una terricciola sulla riva sinistra dell'Adda, o vogliam dire del lago, poco discosto dal ponte: un gruppetto di case, abitate la più parte da pescatori, e addobbate qua e là di tramagli e di reti tese ad asciugare..."". Autore del dipinto è il pittore lecchese Giovanni Battista Todeschini (1857-1938), nipote dell'abate Antonio Stoppani, che rappresenta Pescarenico con una veduta tuttora attuale. L'opera è esposta in una sala del Museo Manzoniano appositamente dedicata a Pescarenico: uno dei più famosi luoghi manzoniani, nonché l'unico ad essere descritto espressamente nel celebre romanzo.",,,,,,,,,,,,,,,,,23900,Lecco,LC,,"Via Don Guanella, 1 23900 LC",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-G1050-00794-IMG-0000474797.jpg,,SIRBEC,,,
art,Natura morta con palla,,"Una scatola di legno, addossata ad una parete, occupa gran parte della composizione; al suo interno si trovano alcuni oggetti sospesi: una palla, un regolo e una forma sferica che ricorda un astrolabio. La ""Natura morta con palla"" appartiene ad un insieme di diciannove opere realizzate da Morandi tra 1918 e 1919, quando l'autore aderisce alla pittura ""Metafisica"". Di proprietà del fratello Raffaello Franche, il dipinto viene esposto per la prima volta alla Quadriennale di Roma del 1939; successivamente transita nelle collezioni Valdameri e Frua De Angeli prima di entrare nella raccolta Jucker, acquistata dal Comune di Milano.",,,,,,,,,,,,,,,,,20121,Milano,MI,,Piazza Duomo 20121 MI,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-RL480-00085-IMG-0000479779.jpg,,SIRBEC,,,
art,,,,,,,,,,,,,,,,,,,,26029,Soncino,CR,,"Via Lanfranco, 8 26029 CR",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/BDM-CR240-00003-IMG-0000088979.jpg,,SIRBEC,,,
art,Raccolte di Palazzo Vertemate Franchi,,"Palazzo Vertemate risale alla seconda metà del XVI secolo, con le sue decorazioni ad affresco, le ricche boiseries e i soffitti intagliati completati entro il primo decennio del Seicento. Dimora sontuosa, nel tempo ha perso quasi tutti gli arredi originali, con l'eccezione di alcuni ritratti di famiglia. Letti a baldacchino, tavoli, lampade, busti in marmo, sculture, tappeti, mappamondi, la riproduzione in scala di un galeone e numerose tele a olio sono solo alcune fra le molte opere che oggi si possono ammirare. Si tratta di oggetti d'epoca acquistati sul mercato antiquario dai coniugi Brianzi e dai successivi proprietari, che nel Novecento hanno riportato la villa all'antico splendore.",,,,,,,,,,,,,,,,,23020,Piuro,SO,,"Via Cortinaccio, 1 23020 SO",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/COL-COL-SO020-0000002-IMG-0000001901.jpg,,SIRBEC,,,
art,Motivi decorativi a volute e rosoncini,,"Presso il Museo del Tesoro di S. Lorenzo è conservato un bel calice d'argento filigranato proveniente dalla chiesa di S. Maria di Borgonuovo, antico quartiere di Chiavenna. Grazie ad un'iscrizione incisa sotto il piede sappiamo che l'opera fu commissionata da Carlo Crollalanza ed eseguita dall'orafo Giuseppe Garotti nel 1690. Si tratta di un prezioso manufatto messo in relazione con i cosiddetti ""tesori degli emigranti"", oggetti liturgici donati alle chiese dei borghi d'origine con il contributo di emigranti della Valchiavenna che nei secoli passati andarono a cercare fortuna in città lontane come Venezia.",,,,,,,,,,,,,,,,,23022,Chiavenna,SO,,"Piazza don Pietro Bormetti, 3 23022 SO",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-SO070-00017-IMG-0000478039.jpg,,SIRBEC,,,
art,Collezione privata Luigi e Piero Lechi,,"La collezione appartenuta ai Conti Luigi e Piero Lechi si compone di circa 360 opere suddivise tra dipinti databili tra la fine del XV secolo e la prima metà di XVIII e disegni e incisioni dal XVI al XVIII secolo. I soggetti dei dipinti annoverano autentici capolavori di ambito lombardo e non, riconducibili a soggetti mitologici, religiosi, allegorie, ritratti, quadri di genere, battaglie, paesaggi e nature morte. Degni di particolare nota sono i dipinti legati al tema della pittura ""della realtà"" e alla ritrattistica di ambito lombardo, soprattutto bresciano.",,,,,,,,,,,,,,,,,25018,Montichiari,BS,,"Via Martiri della Libertà, 33 25018 BS",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/COL-COL-LMD30-0000001-IMG-0000001716.jpg,,SIRBEC,,,
art,Elasticità,,"La scelta del titolo ""Elasticità"" per una scena di un cavallo al galoppo, sullo sfondo di un paesaggio urbano, è rivelatrice del nuovo interesse di Umberto Boccioni per le proprietà della materia, in particolare per la capacità elastica degli oggetti e dei muscoli, anticipando quella interpretazione del moto che è propria dei dinamismi scultorei. Come rivela un passaggio del testo ""Pittura Scultura Futuriste"", scritto da Boccioni nel 1914, l'elasticità è uno degli aspetti della ""legge di moto che caratterizza il corpo: l'oggetto porta in sé strettamente legati alla propria sostanza organica... i suoi caratteri generali: porosità, impermeabilità, rigidità, elasticità, ecc."". Finché Boccioni fu in vita il dipinto fu inviato alle mostre di maggior rilievo e fu tra i più riprodotti. La storia collezionistica dell'opera è nota: essa passa dalla collezione Marinetti a quella dei coniugi Magda e Riccardo Jucker negli anni quaranta , seguendone le vicissitudini sino al definitivo ingresso, nel 1992, nelle Civiche Raccolte.",,,,,,,,,,,,,,,,,20121,Milano,MI,,Piazza Duomo 20121 MI,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-RL480-00084-IMG-0000479778.jpg,,SIRBEC,,,
art,testa umana e testa leonina,,"Collocato nella prima sala del Museo, in funzione di scenografico accesso alle collezioni, il grande arco costituisce l'unica parte superstite della fronte esterna della Posterla Fabbrica o dei Fabbri, uno degli ingressi secondari, nella cerchia delle mura comunali di Milano, edificate a partire dal 1171. L'arcata, a tutto sesto, presenta scolpite all'imposta dell'arco due protomi leonine: una maschile barbuta e l'altra leonina. Le due protomi, oltre ad una funzione decorativa, probabilmente svolgevano una funzione apotropaica, proteggendo il varco dai nemici invisibili e dalle oscure forze del male, secondo una consuetudine dell'epoca. Lo studio dei due elementi induce a datare la porta ai primi decenni del Duecento. Il nome dell'edificio, cui apparteneva l'arco, deriva da quello del borgo extramurale che lo fronteggiava, dove si concentravano le officine addette alla lavorazione dei metalli. La porta viene demolita nel 1900.",,,,,,,,,,,,,,,,,20121,Milano,MI,,Piazza Castello 20121 MI,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-RL480-00007-IMG-0000477472.jpg,,SIRBEC,,,
art,Le due madri,,"Insieme con ""Maternità"" di Gaetano Previati, è la prima opera realizzata con tecnica divisionista ad essere esposta alla Triennale milanese del 1891. Il soggetto è tra i più diffusi nella pittura e nella letteratura di fine secolo: il tema della glorificazione della madre. Nel dipinto il pittore mostra la commovente corrispondenza di affetti tra l'amore umano e quello animale. L'intimità della stalla, spoglia e avvolta dal sonno, è resa attraverso una luce calda e avvolgente e un forte naturalismo.",,,,,,,,,,,,,,,,,20121,Milano,MI,,"Via Palestro, 16 20121 MI",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-2d050-00111-IMG-0000477307.jpg,,SIRBEC,,,
art,Chiavenna,,"Intorno al 1824 Friedrich Lose elaborò per l'editore milanese Francesco Bernucca il volume ""Viaggio pittorico e storico al Monte Spluga"", il museo di Campodolcino espone la rara e raffinata serie di stampe che componeva l'album. Le 16 tavole presentano vedute dell'itinerario della via dello Spluga, lungo la strada carrozzabile voluta dal governo austriaco inaugurata nel 1822. Il ""viaggio pittorico"" o ""viaggio pittoresco"" era un tipo di pubblicazione molto diffuso nella prima metà dell'Ottocento, a metà strada tra la guida turistica e il libro d'arte. I volumi erano costituiti da numerose tavole incise accompagnate da un commento descrittivo, le immagini illustravano vedute e panorami del percorso.",,,,,,,,,,,,,,,,,23021,Campodolcino,SO,,"Piazza S. Antonio, 15 23021 SO",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/S-SO100-00001-IMG-0000152041.jpg,,SIRBEC,,,
art,Collezione della Sezione di Fisica del Museo per la Storia dell'Università,,"Il Gabinetto di Fisica dell'Ateneo pavese che risale al 1771, alla riforma degli studi voluta dall'Imperatrice Maria Teresa d'Austria e continuata dal figlio Giuseppe II, venne notevolmente implementato, al suo arrivo a Pavia nel 1778, da Alessandro Volta con numerosi strumenti acquistati durante viaggi in Europa e con molti altri da lui stesso ideati per attività di ricerca e anche per esperienze pubbliche. La sezione di Fisica, articolata in due ambienti, prende le mosse dal Gabinetto voltiano, ricostruito idealmente con la mobilia originale dell'illustre fisico, sulla quale sono esposti, in ordine cronologico, le sue preziose invenzioni e strumenti, non di sua ideazione, ma da lui utilizzati per lo studio e la didattica. Nella sala dell'Ottocento sono raccolti dispositivi inventati o utilizzati dai suoi successori alla cattedra Fisica, tra questi Giuseppe Belli e Giovanni Cantoni.",,,,,,,,,,,,,,,,,27100,Pavia,PV,,"Corso Strada Nuova, 65 27100 PV",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/COL-COL-LMD20-0000015-IMG-0000001826.jpg,,SIRBEC,,,
art,Scena campestre con figure,,"Il Virginale, come il clavicembalo, è uno strumento a tastiera a corde pizzicate. Questo esemplare appartiene alla tipologia ""mother and child"" per il fatto che un virginale ne contiene all'interno uno più piccolo il quale, avendo le corde lunghe la metà rispetto allo strumento maggiore, suona un'ottava sopra. I due virginali potevano essere suonati separatamente o contemporaneamente da due musicisti o da un solo musicista, sovrapponendo le due tastiere. E' l'unico virginale doppio conservatosi che abbia lo strumento figlio incorporato a destra. Da notare anche la bellissima pittura del coperchio attribuita a Louis de Caulery e il rivestimento con carte decorate, ancora originali. L'ottimo stato di conservazione dei materiali ne fa un capolavoro noto in tutto il mondo.",,,,,,,,,,,,,,,,,20121,Milano,MI,,Piazza Castello 20121 MI,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-2L010-00224-IMG-0000493965.jpg,,SIRBEC,,,
art,Ritratto di un conte Martinengo,,"L'assenza dei margini d'inchiodatura della prima tela lascia presupporre un'inquadratura originaria più ampia, che quantomeno doveva includere la mano sinistra dell'effigiato, oggi tagliata. L'identificazione del ritratto con un membro della famiglia Martinengo si deduce ipoteticamente dalla provenienza Salvadego dell'opera, la cui casata entrò in possesso nel 1861 del grande palazzo cittadino dei Martinengo del ramo ""di Padernello"", nonché dell'omonimo castello nella bassa pianura bresciana. Un'occasionale riflettografia ha segnalato l'assenza di disegno preparatorio sul volto del giovane, a conferma del ""modus operandi"" del maestro bresciano. Già attribuito a Girolamo Romanino, la critica è oggi concorde nel restituire l'opera al Moretto, anche sulla scorta del confronto con alcuni ritratti del quinto decennio del Cinquecento, tra cui quello di Federico Martinengo presso il Museo civico di Abano Terme, e la Dama in bianco della National Gallery di Washington. L'opera è stata acquistata da Luigi Lechi nel 1974.",,,,,,,,,,,,,,,,,25018,Montichiari,BS,,"Via Martiri della Libertà, 33 25018 BS",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-BS370-00088-IMG-0000479785.jpg,,SIRBEC,,,
art,,,,,,,,,,,,,,,,,,,,26033,Pescarolo ed Uniti,CR,,"Via Mazzini, 73 26033 CR",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/BDM-Z0060-00602-IMG-0000088975.jpg,,SIRBEC,,,
