category,name,nameEN,description,descriptionEN,hours,manager,website,email,phone,fax,weeklyClosing,services,ticketCost,ticketEmail,ticketPhone,ticketHours,ticketReductions,addressStreet,addressLocation,addressCap,addressMunicipalities,addressProvince,addressRegion,addressText,latitude,longitude,photo,accessibility,visibleCopy,sponsor,hidden,unreachable
buildings,Castello Oldofredi,,"La Rocca Oldofredi viene costruita nel XIV secolo per il controllo della zona sud-est del lago d'Iseo. Si trova a Monte Isola in località Sensole, isolata e ben individuabile dalle due sponde del lago. Nel XV secolo passa ai Martinengo che la trasformano in residenza. Diventa di proprietà Salvadego ne XIX secolo e poi passa alla famiglia Mascheroni. Nella seconda metà del XX secolo è stata restaurata sempre ad uso residenziale. Si imposta su una pianta quadrangolare con due torri semicircolari negli angoli nord-ovest e nord-est, mentre nella parte centrale si innalza una torre cilindrica. Nel lato occidentale si trova l'accesso preceduto da un rivellino per la difesa del ponte levatoio.",,,,,,,,,,,,,,,,,,Monte Isola,BS,,Monte Isola  BS,45.46284712873911,10.486495587442418,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-1A060-00284-IMG-0000191894.jpg,,SIRBEC,,,
art,Bambina con fiori,,"Il dipinto a olio 'Bambina con fiori' di Giacomo Balla è uno degli esempi più interessanti del periodo prefuturista dell'autore. La sua attività presso lo studio del pittore e fotografo Pietro Paolo Bertieri, assieme all'esperienza parigina tra l'autunno del 1900 e la primavera del 1901, lo portano a soluzioni luministiche e cromatiche inedite che qui si intrecciano con una composizione particolare: la bambina (forse si tratta della figlia Luce) calamita lo sguardo dell'osservatore e le sue forme tessono una trama di colore con l'ambiente circostante. L'atmosfera è mobile. Balla si concentra sul viso e sul fascio di fiori che la protagonista tiene in mano, mentre ci accorgiamo che i piedi sono tagliati. In quest'opera sembra che il soggetto desideri liberarsi dalla sua natura bidimensionale per fondersi con lo spazio reale. Questa tela è dunque una testimonianza importante per la conoscenza dell'autore, che nel giro di pochi anni verrà consacrato come uno degli esponenti principali del Futurismo.",,,,,,,,,,,,,,,,,21100,Varese,VA,,"Via Cola di Rienzo, 42 21100 VA",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-1o040-00020-IMG-0000478911.jpg,,SIRBEC,,,
history,Centro storico,,"L'origine del processo che portò all'autonomia comunale di Chiuro si colloca intorno al 1200, durante le lotte feudali tra guelfi e ghibellini in Valtellina, quando, giunto da Como, si installa in paese un ramo della potente famiglia Quadrio. L'affermazione del casato ha il suo apice a inizio del Quattrocento, con la figura emergente di Stefano. Negli anni della sua signoria prosperarono attività e commerci, e tale benessere ha riscontro nello sviluppo urbano. Attorno alla dimora fortificata dei Quadrio si dispiega il borgo con i palazzi dei maggiori casati, e poco distante si apre la piazza maggiore sulla quale domina il complesso di edifici che fa capo alla chiesa parrocchiale dei SS. Giacomo e Andrea.",,,,,,,,,,,,,,,,,23030,Chiuro,SO,,Chiuro 23030 SO,46.17125829819109,9.989216049910208,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-SO010-00019-IMG-0000186209.jpg,,SIRBEC,,,
arte,Triennale di Milano - Triennale Design Museum,,"La Triennale di Milano, sorta a Monza nel 1923 come I Biennale delle arti decorative, dal 1933 ha sede a Milano nel Palazzo dell'Arte progettato da Giovanni Muzio e costruito tra l'autunno del 1931 e la primavera del 1933. L'edificio, concepito dal progettista come contenitore estremamente flessibile, rappresenta un organismo polifunzionale innovativo per l'epoca in cui fu progettato. Nata come panoramica delle arti decorative e industriali moderne, con l'intento di stimolare il rapporto tra industria, settori produttivi, arti applicate, la Triennale si è ben presto rivelata specchio della cultura artistica e architettonica in Italia e una delle maggiori sedi di confronto fra le tendenze emergenti.La Triennale di Milano è oggi l'istituzione italiana per l'architettura, le arti decorative e visive, il design, la moda e la produzione audiovisiva; è inoltre un centro di produzione culturale che organizza convegni, rassegne cinematografiche, esposizione itineranti e mostre.",,,,www.triennale.org,,,,,,,,,,,,,20121,Milano,MI,,"Viale Alemagna, 6 20121 MI",45.47218900122821,9.173498003116135,http://www.bellalombardia.regione.lombardia.it/LBL/preview/LDC-RL550-15034-IMG-0000000202.jpg,,SIRBEC,,,
arte,Museo del Pane,,"La raccolte museali sono ospitate nel Castello Morando Bolognini, sede dal 1933 della Fondazione. Nato nel 1983 il Museo del Pane rappresenta il primo Museo nazionale di tale genere; allestito in cinque sale al primo piano del Castello Morando Bolognini, presenta nella prima sala i cereali, nella seconda e varie fasi del ciclo ""Grano-Farina-Pane"", ovvero le modalità per coltivare il grano, per raccoglierlo e per macinarlo. Di particolare interesse è il ""trebbiatoio Bolognini"" realizzato nel 1854 dal conte Gian Giacomo Attendolo Bolognini, esempio di prima modernizzazione per la trebbiatura del grano. La terza sala è quella più rappresentativa e raccoglie oltre 500 forme di pani delle regioni italiane e di molti Paesi europei ed extraeuropei mentre nella quarta sono visibili le attrezzature per la produzione.",,,,www.castellobolognini.it,,,,,,,,,,,,,26866,Sant'Angelo Lodigiano,LO,,"Piazza Bolognini, 2 26866 LO",45.23945323278894,9.40769185734795,http://www.bellalombardia.regione.lombardia.it/LBL/preview/LDC-RL550-98013-IMG-0000000114.jpg,,SIRBEC,,,
art,"San Simonino da Trento, Sant'Antonio abate, Sant'Antonio di Padova, Madonna con Bambino e san Girolamo",,"La decorazione, interessata da ampie lacune, presenta una serie di immagini votive. A sinistra, in alto, troviamo l'effige di S. Simonino da Trento, il fanciullo di due anni ucciso nel 1475 a Trento e per il quale furono accusati ingiustamente un gruppo di ebrei considerati rei di un terribile rito sacrificale. In basso, entro nicchie, sono dipinti S. Antonio abate e S. Antonio di Padova, entrambi riconoscibili per la veste e per i tratti fisiognomici. A destra, due arcate aperte su un paesaggio, accolgono una Madonna, frammento, come suggerisce la sottostante sinopia, di una Madonna in trono con Gesù Bambino e di un S. Gerolamo. L'affresco è tra le poche testimonianze della fase decorativa della chiesa precedente l'intervento di Romanino, attivo sulle pareti del presbiterio. Databili negli anni a cavallo fra il XV e il XVI secolo, rivelano analogie tecniche e stilistiche con dipinti murali presenti in Valle Camonica e riconducibili alla bottega di Giovanni Pietro da Cemmo. Di particolare interesse è l'immagine frammentaria della Madonna in adorazione, di cui si è potuto recuperare la sinopia sottostante. Da essa emergono le tracce dell'attività progettuale del pittore, che prevedeva il Bambino sulla destra e la Madonna inginocchiata rivolta sempre a destra, quindi con una soluzione poi ribaltata nell'opera finale.",,,,,,,,,,,,,,,,,25043,Breno,BS,,Piazza S. Antonio 25043 BS,,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-BS230-00551-IMG-0000477944.jpg,,SIRBEC,,,
history,Piazza Libertà,,"Città di notevole rilievo economico e culturale della bassa Brianza, Lissone conserva un'importante testimonianza dell'architettura razionalista, opera di Giuseppe Terragni con Angelo Carminati, che costituisce l'edificio principale di Piazza della Libertà. Essa rappresenta la tarda reiterazione del modello di 'luogo pubblico aperto' di epoca fascista, sul quale si affaccia Palazzo Terragni, originaria Casa del Fascio (poi Casa del Popolo) eretta nel 1940 a seguito di un concorso progettuale. L'edificio, caratterizzato da ampie superfici vetrate, è stato più volte trasformato nella sua spazialità interna e oggi ospita eterogenei ambienti con funzioni culturali, il Teatro Comunale e un'ampia area dedicata a esposizioni d'arte, riunioni e convegni.A seguito di un concorso indetto nel 2000 l'area della piazza, di circa 10.000 mq, è stata riqualificata eliminando tutte le barriere architettoniche e realizzando il completo rifacimento degli arredi urbani e un capiente parcheggio sotterraneo al servizio dell'Auditorium.",,,,,,,,,,,,,,,,,20851,Lissone,MB,,Lissone 20851 MB,45.60894756504021,9.239698127168852,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-3o190-00042-IMG-0000183718.jpg,,SIRBEC,,,
history,Varese,,"Adagiata sul territorio collinare, segnato da fiumi e laghi, ai piedi del massiccio del Campo dei Fiori, Varese è chiamata Città giardino per le numerose ville, parchi e giardini presenti nel suo territorio, perfetto connubio tra arte e natura che, da diversi secoli, caratterizza l'anima della città.Le ricchezze paesaggistiche, architettoniche e artistiche furono molto apprezzate a partire dal Settecento, quando la Città divenne meta di villeggiatura, prima da parte di famiglie di nobili e più recentemente da industriali e rappresentanti dell'alta borghesia, soprattutto milanese.",,,,,,,,,,,,,,,,,21100,Varese,VA,,Varese 21100 VA,45.81793338814133,8.823603824455793,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-q2010-00037-IMG-0000191341.jpg,,SIRBEC,,,
buildings,Palazzo Ducale,,"Il Palazzo Ducale di Revere nasce dal mecenatismo di Ludovico II Gonzaga, lo stesso marchese che ha dato inizio alla trasformazione del capoluogo mantovano con l'avvio delle fabbriche albertiane ed il rinnovamento urbano delle piazze. E' uno splendido esempio di residenza dominicale del Quattrocento che mostra un riuscito dialogo tra il linguaggio medioevale castellano e i principi dell'architettura dell'Umanesimo portando in luoghi così lontani dai centri maggiori richiami architettonici che arrivano dalla Firenze dei Medici. L'architettura del palazzo sorprende per la maestosità delle proporzioni accostata alla delicatezza del cortile interno. L'opera arriva a noi ancora interamente leggibile nonostante le variazioni avvenute nei secoli. E' sede del Museo del Po.",,,,,,,,,,,,,,,,,46036,Revere,MN,,"Piazza Castello, 12 46036 MN",45.05785731488836,11.127419971766955,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-MN240-00012-IMG-0000185515.jpg,,SIRBEC,,,
church,Chiesa di S. Giorgio,,"La chiesa, situata su un'altura, in una felice posizione panoramica presso la riva del lago, è raggiungibile percorrendo una breve salita che si imbocca dalla provinciale. L'edificio custodisce, al suo interno, uno spettacolare ciclo di affreschi tardo-quattrocenteschi di soggetto escatologico. Tale decorazione riveste un notevole interesse iconografico, rivelando rapporti con alcuni cicli coevi di area ligure-piemontese.",,,,,,,,,,,,,,,,,23826,Mandello del Lario,LC,,"Via S. Giorgio, 8/c 23826 LC",45.91080241312667,9.327007506063238,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-1n070-00047-IMG-0000193702.jpg,,SIRBEC,,,
history,Borgo di Luino,,"Edificato sui dolci declivi delle Prealpi, nel punto in cui il fiume Luina si getta nel lago, questo borgo da secoli rappresenta la meta ambita del turismo raffinato che valorizza i luoghi legati al ""petit tour"" di settecentesca memoria. Caratterizzato da un paesaggio naturale e urbano fortemente mutevole, in ragione della complessità territoriale, Luino rappresenta il luogo ideale per passeggiate culturali e naturalistiche, grazie alle quali è possibile scoprire capolavori dell'arte e dell'architettura del XVI-XVII secolo. Il verde rigoglioso dei giardini urbani e delle ville storiche costituiscono uno dei tanti scenari nei quali è possibile imbattersi poiché il territorio comunale è ricco di attrattività naturalistiche, offrendo la possibilità di effettuare gite in barca o visite ai tesori della biodiversità locale parzialmente trasformati dall'uomo. Tra questi i Paù, caratteristici laghetti avvolti da boschi umidi, e le Strà di Caver (=strade delle capre), mulattiere un tempo percorse per la transumanza delle greggi.Poco discosto dal centro abitato diparte anche la strada militare della Linea Cadorna, storica linea difensiva della Prima Guerra Mondiale.",,,,,,,,,,,,,,,,,,Luino,VA,,Luino  VA,46.003622032481935,8.744578806129608,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-3o370-00013-IMG-0000188163.jpg,,SIRBEC,,,
buildings,Palazzo della Ragione,,"Piazza Mercanti, oggi appartato angolo del centro storico e isola pedonale a pochi passi dal Duomo, era in origine a forma quadrata e tra il 1228 ed il 1251, su decisione dei Rettori del Comune, fu adibita a Nuovo Broletto nel centro cittadino, in sostituzione del vecchio che si trovava nell'area dove oggi sorge Palazzo Reale. ""Broletto"" deriva da Brolo, che nell'alto medioevo indicava un prato recintato o una piazza alberata, dove esercitare la giustizia. Qui si svolgeva la vita dell'antico comune ed è qui che l'attività economica e commerciale di Milano, che all'epoca contava circa 10.000 edifici e 100.000 abitanti, fiorì per molti secoli. Nel 1228 al centro della piazza iniziò la costruzione dell'attuale Palazzo della Ragione. Il progetto fu avviato dal Podestà Aliprando Fara da Brescia e inizialmente prevedeva la costruzione del solo portico aperto come luogo per assemblee, arbitraggi e ordinanze.Il Palazzo fu detto ""delle Ragioni"" perché qui si rendeva al popolo anche ragione, civile e penale, da parte dei Giudici. Nel XVI secolo il Palazzo subì numerosi adattamenti e nel 1770/73, per volere di Maria Teresa d'Austria, un ulteriore intervento opera dell'architetto Francesco Croce dotò il Palazzo dell'ultimo piano, un sopralzo ad ampie finestre ovali l'edificio divenne così sede dell'Archivio Notarile, raccogliendo tutte le carte depositate presso i notai di Milano e della provincia, destinazione questa che mantenne fino al 1961. Nel 1939 il Comune di Milano diventa proprietario del Palazzo della Ragione e negli anni Ottanta lo destina a spazio espositivo.",,,,,,,,,,,,,,,,,20121,Milano,MI,,Piazza Mercanti 20121 MI,45.46481100200836,9.187360002385118,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-LMD80-00059-IMG-0000186602.jpg,,SIRBEC,,,
history,Piazza Sordello,,"Piazza Sordello appare al visitatore in zona leggermente defilata rispetto alle più vivaci piazze comunali ma rappresenta in realtà il centro più antico di Mantova, nucleo della prima cerchia di mura di epoca romana in seguito demolita. Vi si affacciano la Cattedrale e lo splendido complesso di Palazzo Ducale, il Palazzo Castiglioni ed il Palazzo Vescovile solo per citare i più importanti. E' situata sul punto più alto della città e la pendenza in entrambe le direzioni la rende particolarmente suggestiva da qualsiasi parte vi si arrivi. Le sue dimensioni rivestono carattere eccezionale coprendo un'area di quasi diecimila metri quadrati. Ripercorrendone la storia la si può immaginare come una cittadella fortificata che ha poi lasciato spazio alla serie di piazze comunali della seconda cerchia per tornare a rappresentare il centro del potere con l'ampliarsi della grande corte ducale sotto la Signoria dei Gonzaga.",,,,,,,,,,,,,,,,,46100,Mantova,MN,,Mantova 46100 MN,45.16003363165712,10.797020968520503,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-MN360-03224-IMG-0000185719.jpg,,SIRBEC,,,
art,guerriero,,"L'oggetto, dalle forme antropomorfe, raffigura un guerriero con il volto dipinto, indossa un copricapo e una veste elaborata (uncu). Come accade spesso per gli oggetti rituali nel mondo andino, il vaso in terracotta possiede un gemello, conservato anch'esso presso il Museo delle Culture. L'opera appartiene alla cultura Huari, fiorita sulle Ande tra il VI e il XIII secolo. Il manufatto proviene dalla collezione di Federico Balzarotti donata al Comune di Milano nel 2002.",,,,,,,,,,,,,,,,,20121,Milano,MI,,"Via Tortona, 56 20121 MI",,,http://www.bellalombardia.regione.lombardia.it/LBL/medium/OA-6C040-02608-IMG-0000477339.jpg,,SIRBEC,,,
buildings,Museo Diocesano Adriano Bernareggi,,"Il Palazzo Bassi-Rathgeb, sede del Museo d'Arte Sacra Adriano Bernareggi ospita una collezione di reperti archeologici, dipinti, oggetti e paramenti sacri dall'VIII al XX secolo. Edificato nel 1520 da Pietro Isabello per i fratelli Zovannino e Bartolomeo Cassotti de Mazzolenis, pur mostrando i diversi interventi effettuati nel corso dei secoli, si presenta come una delle testimonianze più significative del Rinascimento Bergamasco. Degno di nota, nel cortile interno, il portico e la loggia con colonne in pietra e arcate in laterizio di pregevole fattura di gusto rinascimentale. Come pure la parete sul fondo del portico con tre finestre e tre porte in pietra di particolare ricchezza decorativa.",,,,,,,,,,,,,,,,,24100,Bergamo,BG,,"Via Pignolo, 76 24100 BG",45.700504964264496,9.67385150099043,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-RL560-00015-IMG-0000184914.jpg,,SIRBEC,,,
history,Borgo di Viggiù,,"Denominato ""Borgo degli artisti"" in ragione dei molti scultori che qui sono nati e hanno imparato l'arte di lavorare la pietra, Viggiù presenta un contenuto centro storico ricco di suggestivi scorci e di cortili nei quali è ancora oggi possibile scorgere i segni lasciati dai numerosi laboratori artigianali. All'interno delle corti che si affacciano sulle strade principali non è dunque difficile imbattersi in bozzzetti, gessi, affreschi e disegni appesi alle pareti ed offerti gratuitamente alla vista dei turisti meno distratti. Caratterizzato da portali scolpiti e da numerosi edifici storici meritevoli di attenzione, Viggiù presenta un significativo polo culturale dedicato alla scultura e alla lavorazione della pietra composto dal ""Museo Artisti viggiutesi dell'Ottocento"", dal ""Museo dei Picasass"" (=picchia pietre), dal ""Museo degli Artisti Viggiutesi del '900"" e dal ""Museo Enrico Butti"", dedicato al grande artista otto-novecentesco.",,,,,,,,,,,,,,,,,,Viggiù,VA,,Viggiù  VA,45.87188286233493,8.908090814406776,http://www.bellalombardia.regione.lombardia.it/LBL/preview/A-3o370-00012-IMG-0000188152.jpg,,SIRBEC,,,
