category,name,nameEN,description,descriptionEN,hours,manager,website,email,phone,fax,weeklyClosing,services,ticketCost,ticketEmail,ticketPhone,ticketHours,ticketReductions,addressStreet,addressLocation,addressCap,addressMunicipalities,addressProvince,addressRegion,addressText,latitude,longitude,photo,accessibility,visibleCopy,sponsor,hidden,unreachable
history,Borgo di Luino,,"Situato sui dolci declivi delle Prealpi, il Borgo di Luino ha origini antiche documentate da alcuni ritrovamenti archeologici che attestano la presenza di un nucleo insediativo di epoca romana. Questo sarebbe sorto poco discosto da precedenti abitati dell'età del bronzo e di origine ancora più antica, come documentano alcune incisioni rupestri. È tuttavia con la caduta dell'Impero romano che queste terre divennero strategicamente importanti, trasformandosi in luogo di scontro tra franchi e longobardi (590 d.C.). Nell'alto periodo medioevale alcuni paesi limitrofi a Luino, oggi appartenenti al territorio comunale, furono fortificati, primeggiando sul più modesto villaggio di pescatori. Dopo decenni di lotte e di contenziosi tra i ducati di Milano, Como e Novara per affermare il predominio su queste terre, Luino crebbe e fu punto di approvvigionamento per Laveno, divenuto sede del podestà. Ben presto questo ruolo acquisì sempre più importanza, introducendo all'interno dell'abitato trasformazioni urbanistiche e sociali. Da piccola realtà periferica dedita alla pesca, Luino si trasformò nel principale porto della zona, acquisendo nel 1541 anche il diritto di mercato. Con il passare dei decenni furono eretti moderni edifici maggiormente consoni al rango assunto dal borgo. Nuove chiese e conventi si aggiunsero a quelli esistenti e per decorare gli interni furono chiamati rinomati artisti che operavano nei grandi cantieri milanesi e lombardi. Nel tardo Settecento il porto favorì la nascita e lo sviluppo del turismo nobiliare, che crebbe alla fine del secolo successivo con la ferrovia. Questa facilitò l'insediamento di nuove realtà alberghiere e delle prime industrie, che qui potevano facilmente sfruttare le risorse idriche. Iniziava per Luino il periodo della Belle époque, del quale permangono alcune significative testimonianze liberty. Lo sviluppo novecentesco è testimoniato da numerose costruzioni del ventennio fascista, che portarono anche ad una riorganizzazione del territorio comunale. Oggi, dopo un periodo di crisi industriale, Luino ha da tempo avviato un processo di rinnovamento turistico riqualificando il lungolago e recuperando la sua storica vocazione d'accoglienza.",,,,,,,,,,,,,,,,,,Luino,VA,,  Luino VA ,,,,,SIRBEC,,,
buildings,Palazzo della Ragione,,"Piazza Mercanti, oggi appartato angolo del centro storico e isola pedonale a pochi passi dal Duomo, era in origine a forma quadrata e tra il 1228 ed il 1251, su decisione dei Rettori del Comune, fu adibita a Nuovo Broletto nel centro cittadino, in sostituzione del vecchio che si trovava nell'area dove oggi sorge Palazzo Reale. ""Broletto"" deriva da Brolo, che nell'alto medioevo indicava un prato recintato o una piazza alberata, dove esercitare la giustizia. Qui si svolgeva la vita dell'antico comune ed è qui che l'attività economica e commerciale di Milano, che all'epoca contava circa 10.000 edifici e 100.000 abitanti, fiorì per molti secoli. Nel 1228 al centro della piazza iniziò la costruzione dell'attuale Palazzo della Ragione. Il progetto fu avviato dal Podestà Aliprando Fara da Brescia e inizialmente prevedeva la costruzione del solo portico aperto come luogo per assemblee, arbitraggi e ordinanze.Il Palazzo fu detto ""delle Ragioni"" perché qui si rendeva al popolo anche ragione, civile e penale, da parte dei Giudici. Nel XVI secolo il Palazzo subì numerosi adattamenti e nel 1770/73, per volere di Maria Teresa d'Austria, un ulteriore intervento opera dell'architetto Francesco Croce dotò il Palazzo dell'ultimo piano, un sopralzo ad ampie finestre ovali l'edificio divenne così sede dell'Archivio Notarile, raccogliendo tutte le carte depositate presso i notai di Milano e della provincia, destinazione questa che mantenne fino al 1961. Nel 1939 il Comune di Milano diventa proprietario del Palazzo della Ragione e negli anni Ottanta lo destina a spazio espositivo.",,,,,,,,,,,,,,,Piazza Mercanti,,20121,Milano,MI,,Piazza Mercanti 20121 Milano MI ,,,,,SIRBEC,,,
history,Piazza Sordello,,"Piazza Sordello - nota anche come piazza San Pietro - si presentava al visitatore di un tempo in modo assai diverso. In posizione elevata sull'abitato, era il centro della piccola civitas vetus, l'antica città contenuta nella prima cerchia di mura. Il voltone di S. Pietro, posto a sud della piazza, è una delle antiche porte della città rimaste ed affacciava direttamente sul fossato alla base della struttura difensiva: il Fossato dei buoi, oggi interrato e trasformato in strada. Dal voltone si giunge alla Cattedrale percorrendo in leggera salita un largo marciapiede chiamato 'listone' che si arresta davanti al Duomo. Secondo gli storici in origine il percorso continuava fino al lago, passando di lato ad un'originaria chiesa di minori dimensioni rispetto al Duomo, ed incrociandosi con la strada perpendicolare generava l'assetto dell'impianto di cardo e decumano. La piazza era edificata nello spazio centrale aperto e così rimase fino al XIV secolo quando Guido Bonacolsi fece abbattere le costruzioni creando lo spazio attuale. Nel XV secolo venne demolita l'ultima costruzione centrale alla piazza, la chiesetta di S. Maria ed infine, nel 1901, vennero eliminate anche le arcate che congiungevano il palazzo Ducale al Duomo e che facevano da quinta scenografica al termine nord della piazza. Nel tempo alcuni degli edifici che prospettano su piazza Sordello hanno subito delle trasformazioni: ne risulta un curioso insieme di stili che riesce a disegnare uno spazio reso interessante anche dall'unicità delle diverse facciate. Nel 2006, nel corso di alcune opere di manutenzione, nell'angolo sud est della piazza vennero alla luce i resti di una domus romana di età imperiale, sita ad una profondità di circa un metro e mezzo dalla quota attuale. I resti consistono principalmente in pavimentazioni musive e sono tuttora visibili all'interno di un cubo di protezione.",,,,,,,,,,,,,,,,,46100,Mantova,MN,, 46100 Mantova MN ,,,,,SIRBEC,,,
buildings,Museo Diocesano Adriano Bernareggi,,"Il Palazzo Bassi-Rathgeb, sede del Museo d'Arte Sacra Adriano Bernareggi ospita una collezione di reperti archeologici, dipinti, oggetti e paramenti sacri dall'VIII al XX secolo. Edificato nel 1520 da Pietro Isabello per i fratelli Zovannino e Bartolomeo Cassotti de Mazzolenis, pur mostrando i diversi interventi effettuati nel corso dei secoli, si presenta come una delle testimonianze più significative del Rinascimento Bergamasco. Degno di nota, nel cortile interno, il portico e la loggia con colonne in pietra e arcate in laterizio di pregevole fattura di gusto rinascimentale. Come pure la parete sul fondo del portico con tre finestre e tre porte in pietra di particolare ricchezza decorativa.",,,,,,,,,,,,,,,"Via Pignolo, 76",,24100,Bergamo,BG,,"Via Pignolo, 76 24100 Bergamo BG ",,,,,SIRBEC,,,
history,Borgo di Viggiù,,"Attivo borgo della Valceresio, il comune di Viggiù ha un'origine controversa. Alcuni storici fanno risalire la sua fondazione a popolazioni orobiche di età protostorica, mentre altri legano il nome di Viggiù al latino ""Vicus Juli"" (=paese di Giulio), che alluderebbe a un centro fondato direttamente da Giulio Cesare. Malgrado le differenti interpretazioni storiografiche sulle origini del borgo, gli archeologi hanno rinvenuto testimonianze legate alla famiglia dei liberti Plinii, documentando in età romana collegamenti con la città di Como. La posizione geografica e la possibilità di ricavare nelle sue vicinanze numerose varietà di pietre (es. pietre di Brenno, Clivio, Malnate, Saltrio, Viggiù e la più pregiata macchia vecchia di Arzo) contribuì in epoca medievale ad alimentare le lotte tra i ducati lombardi per il predominio di queste terre. Nei secoli successivi il borgo venne fortificato e testimonianze della primigenia costruzione erano ancora visibili nell'Ottocento. L'incastellamento fu infatti distrutto nel 1406, quando Viggiù era governata da Giacomo Buzzi. Nella prima metà del XV secolo il luogo era ben noto ai patriziati europei, tanto che nel 1413 è documentata la permanenza dell'imperatore Sigismondo, figlio di Carlo IV proclamato Re dei Romani nel settembre del 1410. Successivamente Viggiù perse il suo valore strategico-economico e il suo nome si legò sempre più alle famiglie di scalpellini, scultori e architetti, tra i quali si distinse Martino Longhi il vecchio, divenuto architetto papale nella Roma del XVI secolo. Nei decenni seguenti altri artisti di Viggiù resero grande il nome del borgo andando ad operare anche nell'America meridionale e nel Vermont (Stati Uniti). Per sottolineare il legame del territorio con la lavorazione della pietra, dal 1927 al 1953 Viggiù fu aggregato a Saltrio e Clivio dando origine al comune di ""Viggiù e Uniti"". Oggi, a causa del mutamento dei processi estrattivi e di lavorazione delle pietre, Viggiù ha dovuto abbracciare nuovi modelli di sviluppo economico, non senza qualche contraddizione e difficoltà.",,,,,,,,,,,,,,,,,,Viggiù,VA,,  Viggiù VA ,,,,,SIRBEC,,,
buildings,Serrone e Rotonda della Villa Reale,,"L'edificio destinato alle serre per il servizio dei giardini della Villa, denominato Orangerie nel progetto di Giuseppe Piermarini e oggi identificato con il termine 'Serrone', fu avviato a costruzione nel mese di febbraio 1790 contemporaneamente alla Rotonda e portato a compimento entro ottobre dello stesso anno. La sua primaria funzione di ricovero di fiori, arbusti e piante esotiche durante la stagione invernale, fu accompagnata da rappresentazioni e spettacoli di vario genere per la Corte asburgica.Collocato nella parte settentrionale dei fabbricati di servizio della Villa, ha dimensioni ragguardevoli e una facciata principale lunga 172 metri, aperta a sud da 26 vetrate ad arco.Dopo i restauri, dal 1985 il Serrone è sede museale di rassegne e mostre inerenti l'arte moderna e contemporanea.",,,,,,,,,,,,,,,Viale Brianza,,20900,Monza,MB,,Viale Brianza 20900 Monza MB ,,,,,SIRBEC,,,
church,Abbazia di Chiaravalle,,"Fondato nel 1135 in un'area originariamente paludosa e incolta a pochi chilometri a sud delle mura di Milano, il monastero è stato voluto da S. Bernardo e supportato da diversi benefattori e autorità.Oggi, del vasto e articolato complesso originario sopravvivono la chiesa abbaziale e il chiostro, sul quale gravitano i principali edifici monastici, come la sala capitolare, il refettorio, le residenze dei monaci, la foresteria, la biblioteca, uno scriptorium, alcune sale per ospiti e l'antico molino recentemente restaurato.",,,,,,,,,,,,,,,"Via S. Arialdo, 102",,20139,Milano,MI,,"Via S. Arialdo, 102 20139 Milano MI ",,,,,SIRBEC,,,
art,Raccolte di Palazzo Vertemate Franchi,,"Palazzo Vertemate risale alla seconda metà del XVI secolo, con le sue decorazioni ad affresco, le ricche boiseries e i soffitti intagliati completati entro il primo decennio del Seicento. Dimora sontuosa, nel tempo ha perso quasi tutti gli arredi originali, con l'eccezione di alcuni ritratti di famiglia. Letti a baldacchino, tavoli, lampade, busti in marmo, sculture, tappeti, mappamondi, la riproduzione in scala di un galeone e numerose tele a olio sono solo alcune fra le molte opere che oggi si possono ammirare. Si tratta di oggetti d'epoca acquistati sul mercato antiquario dai coniugi Brianzi e dai successivi proprietari, che nel Novecento hanno riportato la villa all'antico splendore.",,,,,,,,,,,,,,,"Via Cortinaccio, 1",,23020,Piuro,SO,,"Via Cortinaccio, 1 23020 Piuro SO ",,,,,SIRBEC,,,
art,Collezione privata Luigi e Piero Lechi,,"La collezione appartenuta ai Conti Luigi e Piero Lechi si compone di circa 360 opere suddivise tra dipinti databili tra la fine del XV secolo e la prima metà di XVIII e disegni e incisioni dal XVI al XVIII secolo. I soggetti dei dipinti annoverano autentici capolavori di ambito lombardo e non, riconducibili a soggetti mitologici, religiosi, allegorie, ritratti, quadri di genere, battaglie, paesaggi e nature morte. Degni di particolare nota sono i dipinti legati al tema della pittura ""della realtà"" e alla ritrattistica di ambito lombardo, soprattutto bresciano.",,,,,,,,,,,,,,,"Via Martiri della Libertà, 33",,25018,Montichiari,BS,,"Via Martiri della Libertà, 33 25018 Montichiari BS ",,,,,SIRBEC,,,
buildings,Forte Montecchio Nord,,"Il Forte Montecchio Nord, detto anche Forte ""Aldo Lusardi"", è un'imponente opera fortificata che fu costruita tra il 1913 e il 1914. E' posto su un'altura chiamata Montecchio Nord (una delle quattro colline rocciose sulle pendici settentrionali del monte Legnone), in una posizione strategica a controllo degli sbocchi delle valli che avrebbero permesso l'accesso alla Lombardia da parte di eventuali invasori svizzeri dalla Valchiavenna e austriaci dalla Valtellina. Dal 2 marzo 2009 è stato affidato al Museo della Guerra Bianca.",,,,,,,,,,,,,,,"Via alle Torri, 8",,23823,Colico,LC,,"Via alle Torri, 8 23823 Colico LC ",,,,,SIRBEC,,,
church,Chiesa di S. Giorgio,,"Circondata da antichi edifici, racchiusa all'interno delle mura dell'ex cimitero, la Chiesa di S. Giorgio si affaccia su di una stretta via nei pressi di una deliziosa piazzetta con al centro una fontana in pietra. Fra i secoli XV e XVI furono chiamati ad abbellire la chiesa non solo artisti locali, ma anche ticinesi, bresciani e di area comasco-milanese, e tutti si produssero in decorazioni di grande interesse, il cui accostamento conferisce un particolare fascino all'insieme. Degni di attenzione il ciclo decorativo del presbiterio, ad opera di Andrea De Passeris (XVI sec.), e l'ancona lignea attribuita per la parte lignea a Pietro Bussolo e per quella pittorica al De Passeris (1494).",,,,,,,,,,,,,,,Via S. Giorgio,,23033,Grosio,SO,,Via S. Giorgio 23033 Grosio SO ,,,,,SIRBEC,,,
church,Basilica di S. Vittore,,"La Basilica di San Vittore è collocata nel centro storico di Varese ed è considerata uno dei fulcri più attivi della religiosità cittadina. D'impianto a croce latina, la basilica è stata modificata nel corso dei secoli, ampliando e trasformando in epoca barocca e neoclassica la struttura precedente di epoca medievale. Negli scorsi secoli, infatti, fu modificata la struttura delle navate, venne edificato il tiburio in stile barocco e si diede avvio al rifacimento della facciata, progettata da Leopoldo Pollack. Al gusto bramantesco, invece, si ispira la sistemazione dell'area absidale, che oggi ospita numerosi affreschi eseguiti nei primi decenni del Trecento e nella prima metà del XV secolo. Vero scrigno di opere d'arte, all'interno della chiesa si conservano anche pitture legate alla cultura giottesca o tele eseguite nel Cinque-Seicento da eccelsi pittori, quali Carlo Francesco Nuvolone e Giovanni Battista Crespi detto il Cerano.",,,,,,,,,,,,,,,Piazza San Vittore,,21100,Varese,VA,,Piazza San Vittore 21100 Varese VA ,,,,,SIRBEC,,,
buildings,Rocca Sforzesca di Soncino,,"Insieme alla cerchia muraria della città, la Rocca di Soncino costituisce un importante complesso fortificato.Venne realizzata nel 1473, per ordine del Duca di Milano Galeazzo Maria Sforza, su progetto dell'architetto cremonese Bartolomeo Gadio, dove già esisteva un primo cerchio di mura risalente al X secolo.Tutta la struttura è interamente in laterizio e fu costruita in soli tre anni.Circondata da un fossato, presenta spesse cortine murarie sulla sommità delle quali si innesta un camminamento di ronda, tutte caratteristiche tipiche delle fortificazioni militari a connotazione difensiva.Ai quattro angoli del cortile della Rocca si innalzano le torri: il mastio, la torre cilindrica e due torri gemelle, tutte con base a scarpa. Le due torri gemelle ospitano il Museo Storico ed Archeologico e in tutte sono ancora leggibili frammenti di affreschi rinascimentali. L'intera merlatura del fortilizio è di tipo ghibellino, a forma di coda di rondine.",,,,,,,,,,,,,,,Via Antica Rocca,,26029,Soncino,CR,,Via Antica Rocca 26029 Soncino CR ,,,,,SIRBEC,,,
church,Chiesa di S. Alessandro,,"Probabilmente fondata dal vescovo bresciano Gaudioso nella prima metà del V sec. d.C., la chiesa è ricostruita all'inizio del Quattrocento per volontà della Congregazione dei Servi di Maria, che decidono di annettervi un convento con due chiostri, purtroppo distrutti durante la Seconda Guerra Mondiale. Sottoposta nel Settecento ad un ulteriore intervento di ricostruzione, progettato dall'architetto bresciano Giovanni Donegani (1753-1813), il tempio ospita tuttora un cospicuo nucleo di opere di particolare valore, tra cui la pala dell'Annunciazione attribuita al veneziano Jacopo Bellini (1444), significativo esempio del passaggio dal gusto tardo gotico a quello del primo Rinascimento.",,,,,,,,,,,,,,,Piazza Sant'Alessandro,,25121,Brescia,BS,,Piazza Sant'Alessandro 25121 Brescia BS ,,,,,SIRBEC,,,
